"","region","LandLeaf","year","yield","veg.carbon.density","HarvestIndex","Root_Shoot","WaterContent","Tree_Cdensity_kgm2"
"1159","India","OilCrop_IndCstS_IRR_lo",2015,0.170740495841205,0.045,0.502297346509714,0.148157238495285,0.484161270734883,NA
"1160","India","OilCrop_IndCstS_IRR_hi",2015,0.170740495841205,0.045,0.502297346509714,0.148157238495285,0.484161270734883,NA
"1161","India","OilCrop_NarmadaR_IRR_lo",2015,0.141064240399264,0.037,0.502297346509714,0.148157238495285,0.484161270734883,NA
"1162","India","OilCrop_NarmadaR_IRR_hi",2015,0.141064240399264,0.037,0.502297346509714,0.148157238495285,0.484161270734883,NA
"1163","India","OilCropTree_IndusR_IRR_lo",2015,0.464958150464639,2.214,0.502297346509714,0.148157238495285,0.484161270734883,2.21407407407407
"1164","India","OilCropTree_IndusR_IRR_hi",2015,0.464958150464639,2.214,0.502297346509714,0.148157238495285,0.484161270734883,2.21407407407407
"1165","India","OilCropTree_SabarmatiR_IRR_lo",2015,0.663137034269239,3.238,0.502297346509714,0.148157238495285,0.484161270734883,3.23772151898734
"1166","India","OilCropTree_SabarmatiR_IRR_hi",2015,0.663137034269239,3.238,0.502297346509714,0.148157238495285,0.484161270734883,3.23772151898734
"1167","India","OilCropTree_GangesR_IRR_lo",2015,570.344853437576,3.537,0.502297346509714,0.148157238495285,0.484161270734883,3.53679951768489
"1168","India","OilCropTree_GangesR_IRR_hi",2015,570.344853437576,3.537,0.502297346509714,0.148157238495285,0.484161270734883,3.53679951768489
"1169","India","OilCropTree_MahiR_IRR_lo",2015,9.64216492356997,2.818,0.502297346509714,0.148157238495285,0.484161270734883,2.8175
"1170","India","OilCropTree_MahiR_IRR_hi",2015,9.64216492356997,2.818,0.502297346509714,0.148157238495285,0.484161270734883,2.8175
"1171","India","OilCropTree_BengalBay_IRR_lo",2015,0,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1172","India","OilCropTree_BengalBay_IRR_hi",2015,0,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1173","India","OilCropTree_TaptiR_IRR_lo",2015,35.1233960219845,3.168,0.502297346509714,0.148157238495285,0.484161270734883,3.1675286415712
"1174","India","OilCropTree_TaptiR_IRR_hi",2015,35.1233960219845,3.168,0.502297346509714,0.148157238495285,0.484161270734883,3.1675286415712
"1175","India","OilCropTree_BengalW_IRR_lo",2015,193.859600439628,3.445,0.502297346509714,0.148157238495285,0.484161270734883,3.44548889503272
"1176","India","OilCropTree_BengalW_IRR_hi",2015,193.859600439628,3.445,0.502297346509714,0.148157238495285,0.484161270734883,3.44548889503272
"1177","India","OilCropTree_BrahmaniR_IRR_lo",2015,54.1752467938921,2.986,0.502297346509714,0.148157238495285,0.484161270734883,2.98642989852794
"1178","India","OilCropTree_BrahmaniR_IRR_hi",2015,54.1752467938921,2.986,0.502297346509714,0.148157238495285,0.484161270734883,2.98642989852794
"1179","India","OilCropTree_MahanadiR_IRR_lo",2015,87.744971181947,2.69,0.502297346509714,0.148157238495285,0.484161270734883,2.68989826736608
"1180","India","OilCropTree_MahanadiR_IRR_hi",2015,87.744971181947,2.69,0.502297346509714,0.148157238495285,0.484161270734883,2.68989826736608
"1181","India","OilCropTree_GodavariR_IRR_lo",2015,432.670236934012,3.412,0.502297346509714,0.148157238495285,0.484161270734883,3.41168860904408
"1182","India","OilCropTree_GodavariR_IRR_hi",2015,432.670236934012,3.412,0.502297346509714,0.148157238495285,0.484161270734883,3.41168860904408
"1183","India","OilCropTree_IndCstNE_IRR_lo",2015,91.8495607561307,4.321,0.502297346509714,0.148157238495285,0.484161270734883,4.32147962917785
"1184","India","OilCropTree_IndCstNE_IRR_hi",2015,91.8495607561307,4.321,0.502297346509714,0.148157238495285,0.484161270734883,4.32147962917785
"1185","India","OilCropTree_IndCstW_IRR_lo",2015,2231.39260144297,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1186","India","OilCropTree_IndCstW_IRR_hi",2015,2231.39260144297,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1187","India","OilCropTree_IrrawaddyR_IRR_lo",2015,0.701248358077816,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1188","India","OilCropTree_IrrawaddyR_IRR_hi",2015,0.701248358077816,6.5,0.502297346509714,0.148157238495285,0.484161270734883,6.5
"1189","India","OilCropTree_KrishnaR_IRR_lo",2015,1418.85155557935,2.081,0.502297346509714,0.148157238495285,0.484161270734883,2.08077296853376
"1190","India","OilCropTree_KrishnaR_IRR_hi",2015,1418.85155557935,2.081,0.502297346509714,0.148157238495285,0.484161270734883,2.08077296853376
"1191","India","OilCropTree_IndCstE_IRR_lo",2015,941.364942601374,3.013,0.502297346509714,0.148157238495285,0.484161270734883,3.01321881146215
"1192","India","OilCropTree_IndCstE_IRR_hi",2015,941.364942601374,3.013,0.502297346509714,0.148157238495285,0.484161270734883,3.01321881146215
"1193","India","OilCropTree_PennarR_IRR_lo",2015,274.766129752856,2.56,0.502297346509714,0.148157238495285,0.484161270734883,2.55967128779828
"1194","India","OilCropTree_PennarR_IRR_hi",2015,274.766129752856,2.56,0.502297346509714,0.148157238495285,0.484161270734883,2.55967128779828
"1195","India","OilCropTree_CauveryR_IRR_lo",2015,1578.21405608492,3.324,0.502297346509714,0.148157238495285,0.484161270734883,3.32422993539791
"1196","India","OilCropTree_CauveryR_IRR_hi",2015,1578.21405608492,3.324,0.502297346509714,0.148157238495285,0.484161270734883,3.32422993539791
"1197","India","OilCropTree_IndCstS_IRR_lo",2015,3483.60747517917,6.266,0.502297346509714,0.148157238495285,0.484161270734883,6.26580088134487
"1198","India","OilCropTree_IndCstS_IRR_hi",2015,3483.60747517917,6.266,0.502297346509714,0.148157238495285,0.484161270734883,6.26580088134487
"1199","India","OilCropTree_NarmadaR_IRR_lo",2015,23.4676828238614,2.759,0.502297346509714,0.148157238495285,0.484161270734883,2.75884486437062
"1200","India","OilCropTree_NarmadaR_IRR_hi",2015,23.4676828238614,2.759,0.502297346509714,0.148157238495285,0.484161270734883,2.75884486437062
"1201","India","OtherGrain_IndusR_IRR_lo",2015,0.679053830767394,0.336,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1202","India","OtherGrain_IndusR_IRR_hi",2015,0.679053830767394,0.336,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1203","India","OtherGrain_SabarmatiR_IRR_lo",2015,0.511447677412663,0.253,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1204","India","OtherGrain_SabarmatiR_IRR_hi",2015,0.511447677412663,0.253,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1205","India","OtherGrain_GangesR_IRR_lo",2015,0.514439686960226,0.255,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1206","India","OtherGrain_GangesR_IRR_hi",2015,0.514439686960226,0.255,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1207","India","OtherGrain_MahiR_IRR_lo",2015,0.22258141028623,0.11,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1208","India","OtherGrain_MahiR_IRR_hi",2015,0.22258141028623,0.11,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1209","India","OtherGrain_BengalBay_IRR_lo",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1210","India","OtherGrain_BengalBay_IRR_hi",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1211","India","OtherGrain_TaptiR_IRR_lo",2015,0.279215576147225,0.138,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1212","India","OtherGrain_TaptiR_IRR_hi",2015,0.279215576147225,0.138,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1213","India","OtherGrain_BengalW_IRR_lo",2015,0.550182980006568,0.272,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1214","India","OtherGrain_BengalW_IRR_hi",2015,0.550182980006568,0.272,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1215","India","OtherGrain_BrahmaniR_IRR_lo",2015,0.710457362330798,0.352,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1216","India","OtherGrain_BrahmaniR_IRR_hi",2015,0.710457362330798,0.352,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1217","India","OtherGrain_MahanadiR_IRR_lo",2015,0.367748251748252,0.182,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1218","India","OtherGrain_MahanadiR_IRR_hi",2015,0.367748251748252,0.182,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1219","India","OtherGrain_GodavariR_IRR_lo",2015,0.456447729641426,0.226,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1220","India","OtherGrain_GodavariR_IRR_hi",2015,0.456447729641426,0.226,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1221","India","OtherGrain_NarmadaR_IRR_lo",2015,0.316857668714282,0.157,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1222","India","OtherGrain_NarmadaR_IRR_hi",2015,0.316857668714282,0.157,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1223","India","OtherGrainC4_IndusR_IRR_lo",2015,0.154315505420023,0.076,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1224","India","OtherGrainC4_IndusR_IRR_hi",2015,0.154315505420023,0.076,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1225","India","OtherGrainC4_SabarmatiR_IRR_lo",2015,0.389794670657102,0.193,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1226","India","OtherGrainC4_SabarmatiR_IRR_hi",2015,0.389794670657102,0.193,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1227","India","OtherGrainC4_GangesR_IRR_lo",2015,0.609613727133279,0.302,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1228","India","OtherGrainC4_GangesR_IRR_hi",2015,0.609613727133279,0.302,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1229","India","OtherGrainC4_MahiR_IRR_lo",2015,0.301925518421827,0.149,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1230","India","OtherGrainC4_MahiR_IRR_hi",2015,0.301925518421827,0.149,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1231","India","OtherGrainC4_BengalBay_IRR_lo",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1232","India","OtherGrainC4_BengalBay_IRR_hi",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1233","India","OtherGrainC4_TaptiR_IRR_lo",2015,0.492641273512322,0.244,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1234","India","OtherGrainC4_TaptiR_IRR_hi",2015,0.492641273512322,0.244,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1235","India","OtherGrainC4_BengalW_IRR_lo",2015,0.499626348295318,0.247,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1236","India","OtherGrainC4_BengalW_IRR_hi",2015,0.499626348295318,0.247,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1237","India","OtherGrainC4_BrahmaniR_IRR_lo",2015,0.494428182494485,0.245,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1238","India","OtherGrainC4_BrahmaniR_IRR_hi",2015,0.494428182494485,0.245,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1239","India","OtherGrainC4_MahanadiR_IRR_lo",2015,0.257688330492323,0.128,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1240","India","OtherGrainC4_MahanadiR_IRR_hi",2015,0.257688330492323,0.128,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1241","India","OtherGrainC4_GodavariR_IRR_lo",2015,0.457370815083239,0.226,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1242","India","OtherGrainC4_GodavariR_IRR_hi",2015,0.457370815083239,0.226,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1243","India","OtherGrainC4_IndCstNE_IRR_lo",2015,0.464940003954187,0.23,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1244","India","OtherGrainC4_IndCstNE_IRR_hi",2015,0.464940003954187,0.23,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1245","India","OtherGrainC4_IndCstW_IRR_lo",2015,0.420094619474359,0.208,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1246","India","OtherGrainC4_IndCstW_IRR_hi",2015,0.420094619474359,0.208,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1247","India","OtherGrainC4_IrrawaddyR_IRR_lo",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1248","India","OtherGrainC4_IrrawaddyR_IRR_hi",2015,0,0,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1249","India","OtherGrainC4_KrishnaR_IRR_lo",2015,0.379007766951193,0.188,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1250","India","OtherGrainC4_KrishnaR_IRR_hi",2015,0.379007766951193,0.188,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1251","India","OtherGrainC4_IndCstE_IRR_lo",2015,0.455143262604291,0.225,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1252","India","OtherGrainC4_IndCstE_IRR_hi",2015,0.455143262604291,0.225,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1253","India","OtherGrainC4_PennarR_IRR_lo",2015,0.397173702027314,0.197,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1254","India","OtherGrainC4_PennarR_IRR_hi",2015,0.397173702027314,0.197,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1255","India","OtherGrainC4_CauveryR_IRR_lo",2015,0.561858910698479,0.278,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1256","India","OtherGrainC4_CauveryR_IRR_hi",2015,0.561858910698479,0.278,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1257","India","OtherGrainC4_IndCstS_IRR_lo",2015,0.515489350648553,0.255,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1258","India","OtherGrainC4_IndCstS_IRR_hi",2015,0.515489350648553,0.255,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1259","India","OtherGrainC4_NarmadaR_IRR_lo",2015,0.381850389395256,0.189,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1260","India","OtherGrainC4_NarmadaR_IRR_hi",2015,0.381850389395256,0.189,0.448001371271855,0.216333110802374,0.190016960467676,NA
"1261","India","Rice_IndusR_IRR_lo",2015,1.21799502436587,0.724,0.42,0.22,0.09,NA
"1262","India","Rice_IndusR_IRR_hi",2015,1.21799502436587,0.724,0.42,0.22,0.09,NA
"1263","India","Rice_SabarmatiR_IRR_lo",2015,0.854277061899688,0.508,0.42,0.22,0.09,NA
"1264","India","Rice_SabarmatiR_IRR_hi",2015,0.854277061899688,0.508,0.42,0.22,0.09,NA
"1265","India","Rice_GangesR_IRR_lo",2015,0.69928118647868,0.416,0.42,0.22,0.09,NA
"1266","India","Rice_GangesR_IRR_hi",2015,0.69928118647868,0.416,0.42,0.22,0.09,NA
"1267","India","Rice_MahiR_IRR_lo",2015,0.413579120474682,0.246,0.42,0.22,0.09,NA
"1268","India","Rice_MahiR_IRR_hi",2015,0.413579120474682,0.246,0.42,0.22,0.09,NA
"1269","India","Rice_BengalBay_IRR_lo",2015,2.17562426353893,1.294,0.42,0.22,0.09,NA
"1270","India","Rice_BengalBay_IRR_hi",2015,2.17562426353893,1.294,0.42,0.22,0.09,NA
"1271","India","Rice_TaptiR_IRR_lo",2015,0.287325199421187,0.171,0.42,0.22,0.09,NA
"1272","India","Rice_TaptiR_IRR_hi",2015,0.287325199421187,0.171,0.42,0.22,0.09,NA
"1273","India","Rice_BengalW_IRR_lo",2015,0.82840731607887,0.493,0.42,0.22,0.09,NA
"1274","India","Rice_BengalW_IRR_hi",2015,0.82840731607887,0.493,0.42,0.22,0.09,NA
"1275","India","Rice_BrahmaniR_IRR_lo",2015,0.373877709177616,0.222,0.42,0.22,0.09,NA
"1276","India","Rice_BrahmaniR_IRR_hi",2015,0.373877709177616,0.222,0.42,0.22,0.09,NA
"1277","India","Rice_MahanadiR_IRR_lo",2015,0.399667660264284,0.238,0.42,0.22,0.09,NA
"1278","India","Rice_MahanadiR_IRR_hi",2015,0.399667660264284,0.238,0.42,0.22,0.09,NA
"1279","India","Rice_GodavariR_IRR_lo",2015,0.438216923367661,0.261,0.42,0.22,0.09,NA
"1280","India","Rice_GodavariR_IRR_hi",2015,0.438216923367661,0.261,0.42,0.22,0.09,NA
"1281","India","Rice_IndCstNE_IRR_lo",2015,0.565681639347795,0.336,0.42,0.22,0.09,NA
"1282","India","Rice_IndCstNE_IRR_hi",2015,0.565681639347795,0.336,0.42,0.22,0.09,NA
"1283","India","Rice_IndCstW_IRR_lo",2015,0.67717732853995,0.403,0.42,0.22,0.09,NA
"1284","India","Rice_IndCstW_IRR_hi",2015,0.67717732853995,0.403,0.42,0.22,0.09,NA
"1285","India","Rice_IrrawaddyR_IRR_lo",2015,0.548250283439488,0.326,0.42,0.22,0.09,NA
"1286","India","Rice_IrrawaddyR_IRR_hi",2015,0.548250283439488,0.326,0.42,0.22,0.09,NA
"1287","India","Rice_KrishnaR_IRR_lo",2015,0.633775961749671,0.377,0.42,0.22,0.09,NA
"1288","India","Rice_KrishnaR_IRR_hi",2015,0.633775961749671,0.377,0.42,0.22,0.09,NA
"1289","India","Rice_IndCstE_IRR_lo",2015,0.60909280595572,0.362,0.42,0.22,0.09,NA
"1290","India","Rice_IndCstE_IRR_hi",2015,0.60909280595572,0.362,0.42,0.22,0.09,NA
"1291","India","Rice_PennarR_IRR_lo",2015,0.363935531781889,0.216,0.42,0.22,0.09,NA
"1292","India","Rice_PennarR_IRR_hi",2015,0.363935531781889,0.216,0.42,0.22,0.09,NA
"1293","India","Rice_CauveryR_IRR_lo",2015,0.781009876581279,0.465,0.42,0.22,0.09,NA
"1294","India","Rice_CauveryR_IRR_hi",2015,0.781009876581279,0.465,0.42,0.22,0.09,NA
"1295","India","Rice_IndCstS_IRR_lo",2015,0.87402419167988,0.52,0.42,0.22,0.09,NA
"1296","India","Rice_IndCstS_IRR_hi",2015,0.87402419167988,0.52,0.42,0.22,0.09,NA
"1297","India","Rice_NarmadaR_IRR_lo",2015,0.442386334817329,0.263,0.42,0.22,0.09,NA
"1298","India","Rice_NarmadaR_IRR_hi",2015,0.442386334817329,0.263,0.42,0.22,0.09,NA
"1299","India","RootTuber_IndusR_IRR_lo",2015,5.49057276981568,0.753,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1300","India","RootTuber_IndusR_IRR_hi",2015,5.49057276981568,0.753,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1301","India","RootTuber_SabarmatiR_IRR_lo",2015,3.53886639501349,0.485,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1302","India","RootTuber_SabarmatiR_IRR_hi",2015,3.53886639501349,0.485,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1303","India","RootTuber_GangesR_IRR_lo",2015,4.55331739830029,0.624,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1304","India","RootTuber_GangesR_IRR_hi",2015,4.55331739830029,0.624,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1305","India","RootTuber_MahiR_IRR_lo",2015,2.50528038314716,0.343,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1306","India","RootTuber_MahiR_IRR_hi",2015,2.50528038314716,0.343,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1307","India","RootTuber_BengalBay_IRR_lo",2015,7.65377662907632,1.049,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1308","India","RootTuber_BengalBay_IRR_hi",2015,7.65377662907632,1.049,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1309","India","RootTuber_TaptiR_IRR_lo",2015,1.26827893423888,0.174,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1310","India","RootTuber_TaptiR_IRR_hi",2015,1.26827893423888,0.174,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1311","India","RootTuber_BengalW_IRR_lo",2015,4.89730731726635,0.671,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1312","India","RootTuber_BengalW_IRR_hi",2015,4.89730731726635,0.671,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1313","India","RootTuber_BrahmaniR_IRR_lo",2015,1.86416057955385,0.256,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1314","India","RootTuber_BrahmaniR_IRR_hi",2015,1.86416057955385,0.256,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1315","India","RootTuber_MahanadiR_IRR_lo",2015,1.69438588196885,0.232,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1316","India","RootTuber_MahanadiR_IRR_hi",2015,1.69438588196885,0.232,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1317","India","RootTuber_GodavariR_IRR_lo",2015,1.11963989891532,0.153,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1318","India","RootTuber_GodavariR_IRR_hi",2015,1.11963989891532,0.153,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1319","India","RootTuber_IndCstNE_IRR_lo",2015,1.81292503966133,0.249,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1320","India","RootTuber_IndCstNE_IRR_hi",2015,1.81292503966133,0.249,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1321","India","RootTuber_IndCstW_IRR_lo",2015,2.67641417141602,0.367,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1322","India","RootTuber_IndCstW_IRR_hi",2015,2.67641417141602,0.367,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1323","India","RootTuber_IrrawaddyR_IRR_lo",2015,4.66862125498018,0.64,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1324","India","RootTuber_IrrawaddyR_IRR_hi",2015,4.66862125498018,0.64,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1325","India","RootTuber_KrishnaR_IRR_lo",2015,1.89562486633254,0.26,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1326","India","RootTuber_KrishnaR_IRR_hi",2015,1.89562486633254,0.26,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1327","India","RootTuber_IndCstE_IRR_lo",2015,1.56505660542941,0.215,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1328","India","RootTuber_IndCstE_IRR_hi",2015,1.56505660542941,0.215,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1329","India","RootTuber_PennarR_IRR_lo",2015,1.20998899086264,0.166,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1330","India","RootTuber_PennarR_IRR_hi",2015,1.20998899086264,0.166,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1331","India","RootTuber_CauveryR_IRR_lo",2015,1.99368966528064,0.273,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1332","India","RootTuber_CauveryR_IRR_hi",2015,1.99368966528064,0.273,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1333","India","RootTuber_IndCstS_IRR_lo",2015,3.64020069800551,0.499,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1334","India","RootTuber_IndCstS_IRR_hi",2015,3.64020069800551,0.499,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1335","India","RootTuber_NarmadaR_IRR_lo",2015,2.5040929358207,0.343,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1336","India","RootTuber_NarmadaR_IRR_hi",2015,2.5040929358207,0.343,0.500634867330314,0.0813890320354284,0.717910795624116,NA
"1337","India","Soybean_IndusR_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1338","India","Soybean_IndusR_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1339","India","Soybean_SabarmatiR_IRR_lo",2015,0.252796307260885,0.142,0.42,0.19,0.12,NA
"1340","India","Soybean_SabarmatiR_IRR_hi",2015,0.252796307260885,0.142,0.42,0.19,0.12,NA
"1341","India","Soybean_GangesR_IRR_lo",2015,0.226248715592581,0.127,0.42,0.19,0.12,NA
"1342","India","Soybean_GangesR_IRR_hi",2015,0.226248715592581,0.127,0.42,0.19,0.12,NA
"1343","India","Soybean_MahiR_IRR_lo",2015,0.19341767403618,0.109,0.42,0.19,0.12,NA
"1344","India","Soybean_MahiR_IRR_hi",2015,0.19341767403618,0.109,0.42,0.19,0.12,NA
"1345","India","Soybean_BengalBay_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1346","India","Soybean_BengalBay_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1347","India","Soybean_TaptiR_IRR_lo",2015,0.152193327932274,0.085,0.42,0.19,0.12,NA
"1348","India","Soybean_TaptiR_IRR_hi",2015,0.152193327932274,0.085,0.42,0.19,0.12,NA
"1349","India","Soybean_BengalW_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1350","India","Soybean_BengalW_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1351","India","Soybean_BrahmaniR_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1352","India","Soybean_BrahmaniR_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1353","India","Soybean_MahanadiR_IRR_lo",2015,0.126231286403182,0.071,0.42,0.19,0.12,NA
"1354","India","Soybean_MahanadiR_IRR_hi",2015,0.126231286403182,0.071,0.42,0.19,0.12,NA
"1355","India","Soybean_GodavariR_IRR_lo",2015,0.233860856982001,0.131,0.42,0.19,0.12,NA
"1356","India","Soybean_GodavariR_IRR_hi",2015,0.233860856982001,0.131,0.42,0.19,0.12,NA
"1357","India","Soybean_IndCstNE_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1358","India","Soybean_IndCstNE_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1359","India","Soybean_IndCstW_IRR_lo",2015,0.626526098198086,0.351,0.42,0.19,0.12,NA
"1360","India","Soybean_IndCstW_IRR_hi",2015,0.626526098198086,0.351,0.42,0.19,0.12,NA
"1361","India","Soybean_IrrawaddyR_IRR_lo",2015,0,0,0.42,0.19,0.12,NA
"1362","India","Soybean_IrrawaddyR_IRR_hi",2015,0,0,0.42,0.19,0.12,NA
"1363","India","Soybean_KrishnaR_IRR_lo",2015,0.421912701219471,0.237,0.42,0.19,0.12,NA
"1364","India","Soybean_KrishnaR_IRR_hi",2015,0.421912701219471,0.237,0.42,0.19,0.12,NA
"1365","India","Soybean_IndCstE_IRR_lo",2015,0.119294829181129,0.067,0.42,0.19,0.12,NA
"1366","India","Soybean_IndCstE_IRR_hi",2015,0.119294829181129,0.067,0.42,0.19,0.12,NA
"1367","India","Soybean_PennarR_IRR_lo",2015,0.113282114744005,0.064,0.42,0.19,0.12,NA
"1368","India","Soybean_PennarR_IRR_hi",2015,0.113282114744005,0.064,0.42,0.19,0.12,NA
"1369","India","Soybean_CauveryR_IRR_lo",2015,0.153160746943229,0.086,0.42,0.19,0.12,NA
"1370","India","Soybean_CauveryR_IRR_hi",2015,0.153160746943229,0.086,0.42,0.19,0.12,NA
"1371","India","Soybean_IndCstS_IRR_lo",2015,0.288412063027035,0.162,0.42,0.19,0.12,NA
"1372","India","Soybean_IndCstS_IRR_hi",2015,0.288412063027035,0.162,0.42,0.19,0.12,NA
"1373","India","Soybean_NarmadaR_IRR_lo",2015,0.246368670945838,0.138,0.42,0.19,0.12,NA
"1374","India","Soybean_NarmadaR_IRR_hi",2015,0.246368670945838,0.138,0.42,0.19,0.12,NA
"1375","India","SugarCropC4_IndusR_IRR_lo",2015,14.0631303077527,1.387,0.7,0.18,0.74,NA
"1376","India","SugarCropC4_IndusR_IRR_hi",2015,14.0631303077527,1.387,0.7,0.18,0.74,NA
"1377","India","SugarCropC4_SabarmatiR_IRR_lo",2015,6.95676603077662,0.686,0.7,0.18,0.74,NA
